"Name          (SISO)";"Slug";"Page Description";"Keywords";"Status";"DESCRIPTION";"WEB Prd id";"Polygon";"Texture format";"Texture resolution";"Original Image";"Category";"File format"
"Aero  L-159";"L-159";"Aero L-159";"Aero, Aero L-159, Grifo-F, Bae L-159, Aermacchi, MB-339,  Bae Hawk, Dassault/Dornier Alpha Jet, FMA IA 63 Pampa,  Kawasaki T-4, Soko G-4 Super Galeb, PZL I-22, Iryda, IAR 99, Soim, CASA 101";1;"The L 159A is a single-seat light multi-role combat aircraft designed for a variety of air-to-air, air-to-ground and reconnaissance missions. The aircraft is equipped with a multi-mode Doppler Grifo-L radar (a variant of the Grifo-F x-band multi-mode, pulse-doppler radar), for all-weather, day and night operations. It can carry a wide range of NATO standard stores including air-to-air and air-to-ground missiles and laser guided bombs. The L-159A is in operational service with the Czech Air Force and in production.";133;12000;"rgb";2048;"L-159_01.jpg";"Fighter/Air Defense";"max, flight"
"MiG-25  Foxbat";"Mig-25";"MiG-25 Foxbat";"MiG-25, Foxbat";1;"The Mikoyan-Gurevich MiG-25  (NATO reporting name ""Foxbat"") is a high-supersonic interceptor and reconnaissance/bomber aircraft designed by the Soviet Union's Mikoyan-Gurevich bureau.";175;12000;"rgb";2048;"Mig-25_01.jpg";"Fighter/Air Defense";"max, flight"
"MiG-29  Fulcrum";"MiG-29";"MiG-29 Fulcrum";"MiG-29, Fulcrum";1;"The Mikoyan MiG-29  is a 4th generation jet fighter aircraft designed in the Soviet Union for an air superiority role.";676;12000;"rgb";2048;"MiG-29_01.jpg";"Fighter/Air Defense";"max, flight"
"MiG-31  Foxhound";"MIG-31";"MiG-31 Foxhound";"MiG-31, Foxhound";1;"The Mikoyan MiG-31  (NATO reporting name ""Foxhound"") is a supersonic interceptor aircraft developed to replace the MiG-25 'Foxbat'.";176;12000;"rgb";2048;"MIG-31_01.jpg";"Fighter/Air Defense";"max, flight"
"Mirage  2000";"MIRAGE_2000C";"Mirage 2000";"Mirage, 2000";1;"The Dassault Mirage 2000 is a French multirole fighter jet manufactured by Dassault Aviation. Designed in the late 1970s as a lightweight fighter for the French Air Force, it evolved into a successful multirole aircraft";185;12000;"rgb";2048;"MIRAGE_2000C_01.jpg";"Fighter/Air Defense";"max, flight"
"Mirage  F-1";"Mirage_F1";"Mirage F-1";"Mirage, F-1";1;"The Dassault Mirage F1 is a French single-seat air-superiority fighter and attack aircraft designed and built by Dassault Aviation";664;12000;"rgb";2048;"Mirage_F1_01.jpg";"Fighter/Air Defense";"max, flight"
"Pilatus  Flugzeugwerke  SA  PC-9";"PC-9";"Pilatus Flugzeugwerke SA PC-9";"Pilatus, Flugzeugwerke, SA, PC-9";1;"The Pilatus PC-9 is a single-engine, low-wing tandem-seat turboprop training aircraft manufactured by Pilatus Aircraft of Switzerland.";772;12000;"rgb";2048;"PC-9_01.jpg";"Trainer";"max, flight"
"Pelikan";"Pelikan";"Pelikan";"Pelikan";1;"The Boeing Pelican ULTRA (Ultra Large Transport Aircraft) is a proposed ground effect fixed-wing aircraft under study by Boeing Phantom Works.";;12000;"rgb";2048;"Pelikan_01.jpg";"Attack/Strike";"max, flight"
"AH-64D";"AH-64D";"AH-64D Apache";"AH-64D, Apache Model, Apache AH-64";1;"The AH-64 Apache is a four-blade, twin-engine attack helicopter with reverse-tricycle landing gear, and tandem cockpit for a crew of two. The Apache was developed as Model 77 by Hughes Helicopters for the United States Army's Advanced Attack Helicopter program to replace the AH-1 Cobra. First flown on 1 October 1975, the AH-64 features a nose-mounted sensor suite for target acquisition and night vision systems.";811;12000;"rgb";2048;"AH-64D_01.jpg";"Attack helicopter";"max, flight"
"ARH-70";"ARH-70";"Bell ARH-70";"Bell, ARH-70 Arapaho, OH-58D,  Bell ARH-70, ARH-70";1;"The Bell ARH-70 is a four-bladed, single-engine, light military helicopter designed for the United States Army's Armed Reconnaissance Helicopter (ARH) program. With a crew of two and optimized for urban combat, the ARH-70 was slated to replace the Army's aging OH-58D Kiowa Warrior.  Excessive delays and growth in program costs forced its cancellation on 16 October 2008, when the Department of Defense failed to certify the program to Congress. The ARH-70 was touted as having been built with off-the-shelf technology the airframe was based on Bell's commercially successful Bell 407.";294;12000;"rgb";2048;"ARH-70_01.jpg";"Reconnaissance";"max, flight"
"Boeing  Models  114/414";"CH-47D";"Boeing Models 114/414";"Boeing, B114/414, 114/414";1;"The Boeing CH-47 Chinook is a versatile, twin-engine, tandem rotor heavy-lift helicopter. Its top speed of 170 knots was faster than utility and attack helicopters of the 1960s and even many of today. Its primary roles include troop movement, artillery emplacement and battlefield resupply. It has a wide loading ramp at the rear of the fuselage and three external-cargo hooks.";705;12000;"rgb";2048;"CH-47D_01.jpg";"Cargo helicopter";"max, flight"
"FCS  UAV  Class  I";"Class_I_UAV";"FCS UAV Class I";"FCS, UAV, UAV Class I, FCS UAV, UAV Class I";1;"The Class IV UAV is an unmanned aerial vehicle (UAV) intended to provide Intelligence, Surveillance and Reconnaissance (ISR), target acquisition, and aerial ccommunications extension capability at the brigade level for the United States Army's Future Combat Systems program. Other missions include mine and improvised explosive device detection, standoff chemical biological and radiological detection, and electronic intelligence collection.";9;12000;"rgb";2048;"Class_I_UAV_01.jpg";"Unmanned";"max, flight"
"FCS  UAV  Class  II";"Class_II_UAV";"FCS UAV Class II";"FCS, UAV, UAV Class II, FCS UAV, UAV Class II";1;"The Class II Unmanned Aerial Vehicle (UAV) airborne surveillance platform concept was born within the broad US Army's Future Combat Systems initiative. Class II UAV will provide reconnaissance, early warning, target acquisition and designation at the company level in support of the line-of-sight, non-line-of-sight and beyond the line-of-sight engagements. Intended primarily as a vehicle-mounted system, Class II UAV will be able to take off and landing in unimproved areas and able to provide enhanced dedicated imagery. The system will accomplish its mission while being cued remotely by Army personnel.";10;12000;"rgb";2048;"Class_II_UAV_01.jpg";"Unmanned";"max, flight"
"FCS  UAV  Class  III";"Class_III_UAV";"FCS UAV Class III";"FCS, UAV, UAV Class III, FCS UAV, UAV Class III";1;"Class III UAV will carry larger payload and will have a greater flight endurance than Class II system. It will be a multifunction aerial combat support system capable of providing reconnaissance, communications relay, early warning, target acquisition and designation. Class III system will also provide remote reconnaissance and terrain information, and will be capable of taking off and landing in unimproved areas.";11;12000;"rgb";2048;"Class_III_UAV_01.jpg";"Unmanned";"max, flight"
"FCS  UAV  Class  IV";"Class_IV_UAV";"FCS UAV Class IV";"FCS, FCS Class IV, UAV, UAV Class IV, FCS UAV, UAV Class IV";1;"The Class IV UAV is an unmanned aerial vehicle (UAV) intended to provide Intelligence, Surveillance and Reconnaissance (ISR), target acquisition, and aerial communications extension capability at the brigade level for the United States Army's Future Combat Systems program. Other missions include mine and improvised explosive device detection, standoff chemical biological and radiological detection, and electronic intelligence collection. It will be organic to the Reconnaissance Surveillance Target Acquisition Squadron within the FCS brigade combat team, which will consist of troops of manned armed reconnaissance helicopters (ARH) and a separate troop of Class IV UAVs.";12;12000;"rgb";2048;"Class_IV_UAV_01.jpg";"Unmanned";"max, flight"
"MAV";"MAV";"MAV";"MAV";1;"The term micro air vehicle (MAV) or micro aerial vehicle refers to a new type of remotely controlled aircraft (UAV) that is significantly smaller than similar craft obtainable using state of the art technology as it was in as of 2007[update].   Because these aircraft are often in the same size range as radio-controlled models, they are increasingly within the reach of amateurs, who are making their own MAVs for aerial robotics contests and aerial photography.";;12000;"rgb";2048;"MAV_01.jpg";"Unmanned";"max, flight"
"Mi-2UPR";"Mi-2UPR";"Mi-2UPR";"Mi-2UPR";1;0;;12000;"rgb";2048;"Mi-2UPR_01.jpg";;"max, flight"
"Mi-28  Havoc";"MI-28_Havoc";"Mi-28 Havoc";"Mi-28, Havoc";1;"The Mil Mi-28 (NATO reporting name 'Havoc') is a Russian all-weather day-night military tandem two-seat anti-armour attack helicopter. It is a dedicated attack helicopter with no intended secondary transport capability, better optimized than the Mil Mi-24 for the anti-tank role. It carries a single gun in an undernose barbette, plus external loads carried on pylons beneath stub wings.";173;12000;"rgb";2048;"MI-28_Havoc_01.jpg";"Attack helicopter";"max, flight"
"RQ-8A";"RQ-8A";"RQ-8A";"RQ-8A";1;"The Northrop Grumman MQ-8 Fire Scout is an unmanned autonomous helicopter developed for use by the United States armed forces.";;12000;"rgb";2048;"RQ-8A_01.jpg";"Unmanned";"max, flight"
"Sikorsky  S-92";"S-92_Sikorsky";"S-92 Sikorsky";"S-92, Sikorsky";1;"The Sikorsky S-92 is a four-bladed twin-engine medium-lift helicopter built by Sikorsky Aircraft for the civil and military helicopter market.";793;12000;"rgb";2048;"S-92_Sikorsky_01.jpg";"Cargo helicopter";"max, flight"
"DDG-1000  Zumwalt";"DDG-1000_Zumwalt";"DDG-1000 Zumwalt";"DDG-1000, Zumwalt DDG, Zumwalt DD-21,  Arleigh Burke,  DDG 51";1;"The Zumwalt-class destroyer (DDG-1000) is a planned class of United States Navy destroyers, designed as multi-mission ships with a focus on land attack.";268;12000;"rgb";2048;"DDG-1000_Zumwalt_01.jpg";"Destroyer";"max, flight"
"USS Kitty  Hawk";"KittyHawk";"John F-Kennedy Class Kitty Hawk";"John F-Kennedy Class, Kitty Hawk, JFK Class, Uss JFK, Uss John F-Kennedy, Uss Kitty Hawk, Uss Kitty, Kitty Class,   CVA-63, CV-63";1;"The supercarrier USS Kitty Hawk (CV-63), formerly CVA-63, is the second naval ship named after Kitty Hawk, North Carolina, the site of the Wright brothers' first powered airplane flight. The Kitty Hawk was both the first and last active ship of her class, and the last conventionally-fueled aircraft carrier in service with the U.S. Navy.";130;12000;"rgb";2048;"KittyHawk_01.jpg";"Carrier";"max, flight"
"Sawar  Class  inshore  patrol  boat";"Patrolboat_Sing";"Sawar Class inshore patrol boat";"Sawar, Class, inshore, patrol, boat";1;"Patrol Boat, River (also referred to as Riverine and Pibber), or PBR, is the US Navy designation for a type of rigid-hulled patrol boat used in the Vietnam War from March 1966 until the end of 1971. They were deployed in a force that grew to 250 boats, the most common craft in the River Patrol Force, Task Force 116, and were used to stop and search river traffic in areas such as the Mekong Delta, the Rung Sat Special Zone, the Saigon River and in I Corps, in the area assigned to Task Force Clearwater, in an attempt to disrupt weapons shipments. In this role they frequently became involved in firefights with enemy soldiers on boats and on the shore. PBR's were also used to infiltrate Navy SEAL teams.";;12000;"rgb";2048;"Patrolboat_Sing_01.jpg";"Light/Patrol Craft";"max, flight"
"AAV7A1 (amphibious assault vehicle)";"AAVc7A";"AAV7A1 (amphibious assault vehicle)";"AAV7A1, amphibious assault vehicle";1;"The all-welded aluminum hull of the AAV7A1 protects the crew from small arms fire, shell splinters and flash-burns. To suppress residual penetration of shaped-charge munitions, state-of-the arts enhanced applique armorkit (EAAK) has been added to the hull. Other improvements on the AAV7A1 which add to vehicle survivability is the installation of auto fire suppression and NBC protection system.";748;12000;"rgb";2048;"AAVc7A_01.jpg";"Armored Fighting Vehicle";"max, flight"
"AMX-30";"AMX-30";"AMX-30";"AMX-30, AMX-30B2,  AMX-30D,  AMX-30R";1;"The AMX-30 is a main battle tank designed by GIAT, first delivered to the French Army in 1966. The first five tanks were issued to the 501st Régiment de Chars de Combat (Tank Regiment) in August of that year. The production version of the AMX-30 weighed 36 metric tons (40 short tons), and sacrificed protection for increased mobility. The French believed that it would have required too much armour to protect against the latest anti-tank threats, thereby reducing the tank's maneuverability. Protection, instead, was allotted in terms of speed and the compact dimensions of the vehicle.  Due to the issues caused by the transmission, in 1979 the French Army began to modernize its fleet of tanks to AMX-30B2 standards, which included a new transmission, an improved engine and the introduction of a new fin-stabilized kinetic energy penetrator, amongst other improvements. Production of the AMX-30 also extended to a number of variants, including the AMX-30D armored recovery vehicle, the AMX-30R anti-aircraft gun system, a bridgelayer, the Pluton tactical nuclear missile launcher and a surface to air missile launcher.";733;12000;"rgb";2048;"AMX-30_01.jpg";"Tank";"max, flight"
"Buffel  ARV";"Armed_Robotic_Vehicle_ARV";"Buffel ARV";"Buffel, Buffel ARV, ARV MK-1, Buffel MK-1";1;"Troops will deploy and control the ARVs at extended ranges. The ARV will be controlled from operator crew stations located inside manned ground vehicles or by FCS-Land Warrior-equipped dismounted soldiers, using ARV remote control devices. The core technologies enabling semi-autonomous operate will allow one soldier to remotely control all aspects of the vehicle. The ARVs will feature additional capabilities including chemical detection, anti-tampering, and battle command and communications equipment.";;12000;"rgb";2048;"Armed_Robotic_Vehicle_ARV_01.jpg";"Armored Fighting Vehicle Moffel Unibuffel  Bulldog Rhino APC";"max, flight"
"AS90  155-mm";"AS_90";"AS90 155-mm";"AS90, 155-mm Braveheart,  Haubicoarmata Krab";1;"The AS-90 (Artillery System for the 1990s) is a lightly-armoured self-propelled artillery piece used by the British Army. It was first delivered in 1993.  The AS90 Braveheart is a 155mm self-propelled howitzer which entered service with the British Army in 1992.   It is manufactured by BAE Systems Land Systems (RO Defence and formerly the Armaments Division of Vickers Shipbuilding and Engineering Ltd) at Barrow-in-Furness, Cumbria. 179 have been built for the British Army. The AS90 was deployed in support of Operation Iraqi Freedom in March 2003.";74;12000;"rgb";2048;"AS_90_01.jpg";"Self-propelled Artillery";"max, flight"
"BAE  Black  Knight";"BAE_Black_Knight";"BAE Black Knight";"BAE, BAE Black Knight, BAE Bradley";1;"The BAE Systems Black Knight displays the existing robotic technologies available for use by today's forces. This unmanned vehicle provides an immediate system to demonstrate advanced robotic technologies, support user development of tactical behaviors, and provide engineers a hands-on prototype to assist in their design efforts on unmanned combat systems.  The Black Knight is equipped with advanced capability - leveraging some of the proven capabilities of the Bradley by utilizing robust, available components. These components provide the demonstrator with the high lethality obtained with the first-round hit, and the ability for the turret to slew to a cue from the Commander's Independent Viewer.";711;12000;"rgb";2048;"BAE_Black_Knight_01.jpg";"Other";"max, flight"
"BMD-2";"BMD-2";"BMD-2";"BMD-2, Combat vehicle Airborne";1;"The BMD-2 is a Soviet airborne infantry fighting vehicle, which was introduced in 1985. It is a variant of BMD-1 with a new turret and some changes done to the hull. BMD stands for Boyevaya Mashina Desanta (Боевая Машина Десанта, literally ""Combat Vehicle of the Airborne"") [10]. It was developed as a replacement of BMD-1";64;12000;"rgb";2048;"BMD-2_01.jpg";"Armored Fighting Vehicle";"max, flight"
"BMD-3";"BMD-3";"BMD-3";"BMD-3, Bakhcha, combat airborne vehicle";1;"The BMD-3 ""Bakhcha""  is a light infantry fighting vehicle originating in the Soviet Union that is fully amphibious and air-droppable with crew inside. It is intended to be a fire-support platform for use by airborne and air assault units. It is not an upgraded BMD-1 but a completely redesigned vehicle with a hydropneumatic suspension, new hull, a more powerful 2V-06-2 diesel engine and fitted with the complete turret of the BMP-2.";65;12000;"rgb";2048;"BMD-3_01.jpg";"Armored Fighting Vehicle";"max, flight"
"BMP-2";"BMP-2";"BMP-2";"BMP-2, infantry combat vehicle,  BMP-1,  AT-4 , SPIGOT,  AT-5,  SPANDREL";1;"The BMP-2 is a light amphibious tracked combat vehicle with high mobility and armouring. Its cross-country capabilities are improved due to employment of a different type of tracks and adjustment of the shock absorber. It is intended for destruction of various armoured targets, including enemy tanks, combat helicopters and manpower. Used by mechanized units, the vehicle enables small arms fire from firing ports when on the move. Its armor provides NBC protection of the crew. It is adjusted for air lift.";730;12000;"rgb";2048;"BMP-2_01.jpg";"Armored Fighting Vehicle";"max, flight"
"bandvagn 206";"BV206";"BV206";"BV206, Bandvagn, BV206 Bandvagn";1;"Bandvagn 206 (Bv 206) is a tracked articulated, all-terrain carrier developed by Hägglunds (now part of BAE Land Systems) for the Swedish Army. It consists of two units, with all four tracks powered. It can carry up to 17 people, although the trailer unit can be adapted for different applications .";274;12000;"rgb";2048;"BV206_01.jpg";"Armored Fighting Vehicle";"max, flight"
"M4 Command and Control Vehicle (C2V)";"C2V";"C2V";"C2V";1;"The C2V is a tracked, armored vehicle designed to provide an automated tactical command post for mobile armored operations. At the Corps and division, the C2V will be the tactical command post (TAC), while at the brigade and battalion, it will be the tactical operations center (TOC). The C2V platform is designed to provide information superiority directly supporting the dominant manuever force.";731;12000;"rgb";2048;"C2V_01.jpg";"Armored Fighting Vehicle";"max, flight"
"Challenger  MBT";"Challenger1";"Challenger MBT";"FV4030/4, Challenger MBT, Chobham";1;"The most revolutionary aspect of the Challenger 1 design was its Chobham armour which gave protection far superior to any monolithic Rolled Homogeneous Armour (RHA), which was the then standard of tank armour material. This armour has been adopted by others, most notably the American M1 Abrams.";5;12000;"rgb";2048;"Challenger1_01.jpg";"Tank";"max, flight"
"SA-5  Gammon";"S-200_SA-5_GAMMON";"SA-5 Gammon SAM System";"SA-5, Gammon, SAM, System";1;"The S-200 SA-5 GAMMON is a medium to high -altitude surface-to-air missile system. The single-stage missile has four jettisonable, wraparound solid propellant boosters, each of which is is 4.9 m long and 0.48 m in diameter with a single fin spanning 0.35 m from the booster body. The missile is 10.72 m long overall with a wing span of 2.85 m. The main body is 0.85 m in diameter and has a solid fuel dual thrust sustainer rocket motor.";204;12000;"rgb";2048;"S-200_SA-5_GAMMON_01.jpg";"Guided";"max, flight"
"SA-2  Missile  Launcher";"Sa-2";"SA-2 Missile Launcher";"SA-2, Missile, Launcher";1;0;209;12000;"rgb";2048;"Sa-2_01.jpg";"Air Defense / Missile Defense Unit Equip";"max, flight"
"Type  63  130mm  Multiple  Rocket  Launcher  MRL";"Type_63_MRL";"Type 63 130mm Multiple Rocket Launcher MRL";"Type, 63, 130mm, Multiple, Rocket, Launcher, MRL";1;"In service since 1963, the Type 63 towed 107mm, 12-tube multiple launch rocket was fielded by the PLA ground forces in vast numbers until the late 1990s. The weapon was used as a standard artillery weapon in infantry regiments to provide a short-range, intensive area firepower. Most Type 63s have been retired from active service, but a small number is still in service with the airborne and special forces. The Type 81 is an improved truck-mounted variant. The PLA recently introduced a new self-propelled 107mm rocket launcher design specifically designed for the airborne forces.";686;12000;"rgb";2048;"Type_63_MRL_01.jpg";;"max, flight"
"ZPU-4";"ZPU-4";"ZPU-4";"ZPU-4";1;"The ZPU-4 is a towed quadruple barreled anti-aircraft gun based on the Soviet KPV 14.5 mm machine gun. It entered service with the Soviet Union in 1949 and is used by over 50 countries worldwide. Double and single barreled version of the weapon exist - called the ZPU-2 and ZPU-1 respectively.";227;12000;"rgb";2048;"ZPU-4_01.jpg";"Air Defense / Missile Defense Unit Equip";"max, flight"
"ZU-23  twin  23mm  AA  Gun";"ZU_23_2";"ZU-23 twin 23mm AA Gun";"ZU-23, twin, 23mm, AA, Gun";1;"It mounts two 2A14 23 mm autocannons on a small trailer which can be converted into a stationary mount for firing the guns. While in this position the wheels are moved aside. The autocannon can be prepared for firing from the march position in 30 seconds and in emergency can be fired from the traveling position. The weapon is aimed and fired manually, with the help of the ZAP-23 optical-mechanical sight which uses manually entered target data to provide limited automatic aiming. It also has a straight-tube telescope for use against ground targets such as infantry as well as unarmored or lightly armoured vehicles. The ammo is a feed by a conveyor belt from two ammunition boxes. Each of the ammunition boxes are located on the side of the twin autocannon and each carries 50 rounds. The fumes created by firing the weapon are partially removed thorough the side openings in the barrels.";695;12000;"rgb";2048;"ZU_23_2_01.jpg";"Air Defense / Missile Defense Unit Equip";"max, flight"
"AH-1W";"AH-1W";"Supercobra AH-1W";"Hueycobra, Seacobra,  Supercobra,  AH-1W";1;"The Bell AH-1 SuperCobra is a twin-engine attack helicopter based on the US Army's AH-1 Cobra. The twin Cobra family includes the AH-1J SeaCobra, the AH-1T Improved SeaCobra, and the AH-1W SuperCobra.";739;12000;"rgb";2048;"AH-1W_01.jpg";"Attack helicopter";"max, flight"
"AH-64  Apache";"AH-64A";"AH-64A";"AH-64, AH-64A Apache,  Model 77, AH-1 Cobra";1;"The AH-64 Apache is a four-blade, twin-engine attack helicopter with reverse-tricycle landing gear, and tandem cockpit for a crew of two. The Apache was developed as Model 77 by Hughes Helicopters for the United States Army's Advanced Attack Helicopter program to replace the AH-1 Cobra.";764;12000;"rgb";2048;"AH-64A_01.jpg";"Attack helicopter";"max, flight"
"FCS  Command  and  Control  Vehicle";"Command_and_Control_Vehicle_C2V";"FCS Command and Control Vehicle";"C2V,  Command and Control Vehicle, C2V Vehicle";1;"The Command and Control Vehicle (C2V) platform provides for information management of the integrated network of communications and sensor capability within the Unit of Action (UA) and provides the tools for commanders to synchronize their knowledge of combat power with the human dimension of leadership.";5;12000;"rgb";2048;"Command_and_Control_Vehicle_C2V_01.jpg";"Armored Fighting Vehicle";"max, flight"
"FV  101  Scorpion";"FV101_SCORPION";"FV 101 Scorpion";"FV101, FV101 Scorpion,  Sabre,";1;"The FV101 Scorpion is a British light tank, part of the Combat Vehicle Reconnaissance (tracked) or, CVR(T) family. Manufactured by Alvis Vickers it was introduced into service with the British Army in 1973 and served until 1994.";109;12000;"rgb";2048;"FV101_SCORPION_01.jpg";"Armored Fighting Vehicle";"max, flight"
"FV103  Spartan";"FV103_Spartan";"FV 103 Spartan APC";"FV103, FV120 Spartan, FV103 Spartan  APC,FV102 Striker";1;"Spartan is the APC member of the CVR(T) family. It has capacity for 5 men in addition to 2 crew (commander and driver). Externally it is almost indistinguishable from the FV102 Striker. Rather than a general personnel carrier for infantry, the Spartan is retained for moving specialist teams (eg anti-aircraft missile teams, Royal Engineer technicians) across the battlefield.";216;12000;"rgb";2048;"FV103_Spartan_01.jpg";"Armored Fighting Vehicle";"max, flight"
"FV 105  Sultan";"FV105";"FV105 Sultan";"FV105, FV105 Sultan";1;"FV105 Sultan is a British Army command and control vehicle based on the CVR(T) platform. It has a higher roof than the APC variants, providing a more comfortable ""office space"" inside. This contains a large vertical map board and desk along one side, with a bench seat for three people facing it. Forward of this are positions for the radio operator with provision for four radios and vehicle commander, whose seat can be raised which also gave his access to the pintle mounted G.P.M.G.";791;12000;"rgb";2048;"FV105_01.jpg";"Armored Fighting Vehicle";"max, flight"
"Irobot  Packbot  Explorer";"Irobot_Packbot_Explorer";"Irobot Packbot Explorer";"Irobot, Packbot, Packbot Explorer";1;"The new PackBot Explorer is well suited for urban combat missions ranging from ordnance disposal and reconnaissance to search-and-rescue. It can easily enter areas that are dangerous or inaccessible to humans to relay real-time video, sound and sensor readings.";17;12000;"rgb";2048;"Irobot_Packbot_Explorer_01.jpg";;"max, flight"
;"Leclerc";"Leclerc";"Leclerc, MBT, Leclerc MBT";1;"The Leclerc is a main battle tank (MBT) built by Nexter of France. It was named in honour of General Philippe Leclerc de Hauteclocque who led the drive towards Paris while in command of the Free French 2nd Armoured Division (2eme DB) in World War II.";135;12000;"rgb";2048;"Leclerc_01.jpg";"Tank";"max, flight"
"Leopard MBT";"Leopard_C2A1_MEXAS";"Leopard C2A1 MEXAS";"Leopard, Leopard vehicle, Leopard C2A1, Leopard MEXAS, C2A1, Mexas";1;"The Leopard 2 is a German main battle tank developed by Krauss-Maffei in the early 1970s and first entering service in 1979. The Leopard 2 replaced the earlier Leopard 1 as the main battle tank of the German Army. Various versions have served in the armed forces of Germany and twelve other European countries, as well as several non-European nations. More than 3,480 Leopard 2s have been manufactured. The Leopard 2 first saw combat in Kosovo with the German Army and has also seen action in Afghanistan with the Danish and Canadian ISAF forces.";727;12000;"rgb";2048;"Leopard_C2A1_MEXAS_01.jpg";"Tank";"max, flight"
"Multifunction Utility/Logistics Equipment Vehicle";"FCS_MULE";"FCS MULE";"FCS, MULE, FCS Mule";1;"The Multifunction Utility/Logistics Equipment Vehicle (MULE) is an unmanned platform that provides transport of equipment and/or supplies in support of dismounted maneuver. There are three variants of the MULE. These are MULES designed for 1) transport, 2) Air assault, and 3) Countermine use.";;12000;"rgb";2048;"FCS_MULE_01.jpg";"Small Wheeled Utility Vehicle";"max, flight"
"M1A2";"M1A2";"M1A2";"M1A2";1;"The M1 Abrams is a main battle tank produced in the United States. The M1 is named after General Creighton Abrams, former Army Chief of Staff and Commander of US military forces in Vietnam from 1968 to 1972. It is a well armed, heavily armored, and highly mobile tank designed for modern armored ground warfare.[4] Notable features of the M1 Abrams include the use of a powerful gas turbine engine, the adoption of sophisticated composite armor, and separate ammunition storage in a blow-out compartment for crew safety. It is one of the heaviest tanks in service, weighing in at close to 68 short tons.";279;12000;"rgb";2048;"M1A2_01.jpg";"Tank";"max, flight"
"M60 Main  Battle  Tank  MBT";"M60A3";"M60 Main Battle Tank MBT";"M60, Main, Battle, Tank, MBT";1;"The hull of the M60 was a single piece steel casting divided into three compartments, with the driver in front, fighting compartment in the middle and engine at the rear[6]. The driver looked through three M27 day periscopes, one of which could be replaced by a night vision periscope[7]. Initially, the M60 had essentially the same turret shape as the M48, but this was subsequently replaced with a distinctive ""needlenose"" design that minimized frontal cross-section to enemy fire.";812;12000;"rgb";2048;"M60A3_01.jpg";"Tank";"max, flight"
"FMC M113";"M113";"FMC M113";"FMC M113, M2 Bradley, M113, Gavin, Green Dragon, APC, M113 APC";1;"The M113-family was developed from M59 and M75 by Ford and Kaiser Aluminium and Chemical Co. in the late 1950´s. The vehicle is capable of: amphibious operations in streams and lakes extended cross country travel over rough terrain and high speed operation on improved roads and highways.  The M113 Family includes approximately 12 variants of light armored tracked vehicles used in a variety of combat and combat support roles.";805;12000;"rgb";2048;"M113_01.jpg";"Armored Fighting Vehicle";"max, flight"
"M901A1";"M901A3";"M901A1";"M901A1";1;"The M901A3 Improved TOW Vehicle (ITV) is a weapon system using present TOW components, mounted on a modified M113A3. It incorporates the RISE powerpack and improved driver controls. The TOW components are mounted in a launcher platform that is attached to a modified M27 cupola.";168;12000;"rgb";2048;"M901A3_01.jpg";"Armored Fighting Vehicle";"max, flight"
"FCS  Medical  Vehicle-Evacuation";"Medical_Vehicle_MV";"FCS Medical Vehicle-Evacuation";"FCS, Medical, Vehicle-Evacuation";1;"The FCS MV is one of 14 MGVs,unmanned ground vehicles and unmanned aerial vehicles. The MVs are designed on a common chassis with common parts to greatly reduce the FCS logistical footprint and to ensure MVs have mobility, survivability and sustainability equivalent to other FCS (Brigade Combat Team) (BCT) vehicles. Therefore, the new MVs will be able to keep pace with the Infantry Combat Vehicles and Mounted Combat Systems they support.";6;12000;"rgb";2048;"Medical_Vehicle_MV_01.jpg";"Armored Fighting Vehicle";"max, flight"
"FCS  Armed  Robotic  vehicle-STA";"MULE_Armed_Robotic_Vehicule_ARVA-L";"FCS Armed Robotic vehicle-STA";"FCS, Armed, Robotic, vehicle-STA";1;0;14;12000;"rgb";2048;"MULE_Armed_Robotic_Vehicule_ARVA-L_01.jpg";"Armored Fighting Vehicle";"max, flight"
"FCS  MULE  Countermine";"MULE_Mine_Clearing";"FCS MULE Countermine";"FCS, MULE, Countermine";1;"The proposed mine clearance machine is a heavy tracked vehicle like a small bulldozer fitted with a short length of large diameter concrete pipe. Approximately 8 feet in diameter and about 6 feet long. A sort of concrete ring rather than a pipe.";16;12000;"rgb";2048;"MULE_Mine_Clearing_01.jpg";"Small Wheeled Utility Vehicle";"max, flight"
"FCS  MULE  Transport";"MULE_Transport";"FCS MULE Transport";"FCS, MULE, Transport";1;"The MULE platform, which will include variants for transport, armed reconnaissance and countermine missions, will all navigate under the control of sensors and sophisticated software algorithms. Like the DARPA vehicles, the MULEs will sport a variety of complementary sensing technologies — including LIDAR, millimeter-wave radar, optical systems on all sides and a vehicle positioning system that combines GPS and inertial data. Walls says the MULEs will likely roll with some advanced sensors, particularly higher-resolution LIDAR, unavailable to the DARPA teams. But the general approach to sensing remains similar.";15;12000;"rgb";2048;"MULE_Transport_01.jpg";"Small Wheeled Utility Vehicle";"max, flight"
